1,red,ret,change voi 1 t
1,rySd,rySt,change voi 1 t
1,derd,dert,change voi 1 t
1,ferd,fert,change voi 1 t
1,dqrd,dqrt,change voi 1 t
1,kurd,kurt,change voi 1 t
1,jurd,jurt,change voi 1 t
1,kyrd,kyrt,change voi 1 t
1,ard,art,change voi 1 t
1,band,bant,change voi 1 t
1,rind,rint,change voi 1 t
1,hamd,hamt,change voi 1 t
1,Dild,Dilt,change voi 1 t
1,ferjad,ferjat,change voi 1 t
1,maksad,maksat,change voi 1 t
1,nevzad,nevzat,change voi 1 t
1,mesned,mesnet,change voi 1 t
1,mysned,mysnet,change voi 1 t
1,linjid,linjit,change voi 1 t
1,mesDid,mesDit,change voi 1 t
1,myfsid,myfsit,change voi 1 t
1,tahSid,tahSit,change voi 1 t
1,taklid,taklit,change voi 1 t
1,taksid,taksit,change voi 1 t
1,takjid,takjit,change voi 1 t
1,tehdid,tehdit,change voi 1 t
1,teZdid,teZdit,change voi 1 t
1,temdid,temdit,change voi 1 t
1,tenkid,tenkit,change voi 1 t
1,teSdid,teSdit,change voi 1 t
1,tevlid,tevlit,change voi 1 t
1,tezjid,tezjit,change voi 1 t
1,maksud,maksut,change voi 1 t
1,mevLud,mevLut,change voi 1 t
1,zymryd,zymryt,change voi 1 t
1,hinterland,hinterlant,change voi 1 t
1,bermutad,bermutat,change voi 1 t
1,marmelad,marmelat,change voi 1 t
1,mynferid,mynferit,change voi 1 t
1,mystenid,mystenit,change voi 1 t
1,myttehid,myttehit,change voi 1 t
1,muktesid,muktesit,change voi 1 t
1,jekvyDud,jekvyDut,change voi 1 t
1,DyrmymeShud,DyrmymeShut,change voi 1 t
1,herTibaadaabad,herTibaadaabat,change voi 1 t
1,damad,damat,change voi 1 t
1,kanad,kanat,change voi 1 t
1,mevad,mevat,change voi 1 t
1,murad,murat,change voi 1 t
1,pomad,pomat,change voi 1 t
1,rasad,rasat,change voi 1 t
1,mijad,mijat,change voi 1 t
1,TeSid,TeSit,change voi 1 t
1,kilid,kilit,change voi 1 t
1,meDid,meDit,change voi 1 t
1,myrid,myrit,change voi 1 t
1,Sehid,Sehit,change voi 1 t
1,sejid,sejit,change voi 1 t
1,jezid,jezit,change voi 1 t
1,geTid,geTit,change voi 1 t
1,kajwd,kajwt,change voi 1 t
1,TaSwd,TaSwt,change voi 1 t
1,hasud,hasut,change voi 1 t
1,hudud,hudut,change voi 1 t
1,kujud,kujut,change voi 1 t
1,mabud,mabut,change voi 1 t
1,Syhud,Syhut,change voi 1 t
1,bylend,bylent,change voi 1 t
1,kemend,kement,change voi 1 t
1,myDelled,myDellet,change voi 1 t
