1,+red+,ret,stem change voi 1 d
1,+rySd+,rySt,stem change voi 1 d
1,+derd+,dert,stem change voi 1 d
1,+ferd+,fert,stem change voi 1 d
1,+dqrd+,dqrt,stem change voi 1 d
1,+kurd+,kurt,stem change voi 1 d
1,+jurd+,jurt,stem change voi 1 d
1,+kyrd+,kyrt,stem change voi 1 d
1,+ard+,art,stem change voi 1 d
1,+band+,bant,stem change voi 1 d
1,+rind+,rint,stem change voi 1 d
1,+hamd+,hamt,stem change voi 1 d
1,+Dild+,Dilt,stem change voi 1 d
1,+ferjad+,ferjat,stem change voi 1 d
1,+maksad+,maksat,stem change voi 1 d
1,+nevzad+,nevzat,stem change voi 1 d
1,+mesned+,mesnet,stem change voi 1 d
1,+mysned+,mysnet,stem change voi 1 d
1,+linjid+,linjit,stem change voi 1 d
1,+mesDid+,mesDit,stem change voi 1 d
1,+myfsid+,myfsit,stem change voi 1 d
1,+tahSid+,tahSit,stem change voi 1 d
1,+taklid+,taklit,stem change voi 1 d
1,+taksid+,taksit,stem change voi 1 d
1,+takjid+,takjit,stem change voi 1 d
1,+tehdid+,tehdit,stem change voi 1 d
1,+teZdid+,teZdit,stem change voi 1 d
1,+temdid+,temdit,stem change voi 1 d
1,+tenkid+,tenkit,stem change voi 1 d
1,+teSdid+,teSdit,stem change voi 1 d
1,+tevlid+,tevlit,stem change voi 1 d
1,+tezjid+,tezjit,stem change voi 1 d
1,+maksud+,maksut,stem change voi 1 d
1,+mevLud+,mevLut,stem change voi 1 d
1,+zymryd+,zymryt,stem change voi 1 d
1,+hinterland+,hinterlant,stem change voi 1 d
1,+bermutad+,bermutat,stem change voi 1 d
1,+marmelad+,marmelat,stem change voi 1 d
1,+mynferid+,mynferit,stem change voi 1 d
1,+mystenid+,mystenit,stem change voi 1 d
1,+myttehid+,myttehit,stem change voi 1 d
1,+muktesid+,muktesit,stem change voi 1 d
1,+jekvyDud+,jekvyDut,stem change voi 1 d
1,+DyrmymeShud+,DyrmymeShut,stem change voi 1 d
1,+herTibaadaabad+,herTibaadaabat,stem change voi 1 d
1,+damad+,damat,stem change voi 1 d
1,+kanad+,kanat,stem change voi 1 d
1,+mevad+,mevat,stem change voi 1 d
1,+murad+,murat,stem change voi 1 d
1,+pomad+,pomat,stem change voi 1 d
1,+rasad+,rasat,stem change voi 1 d
1,+mijad+,mijat,stem change voi 1 d
1,+TeSid+,TeSit,stem change voi 1 d
1,+kilid+,kilit,stem change voi 1 d
1,+meDid+,meDit,stem change voi 1 d
1,+myrid+,myrit,stem change voi 1 d
1,+Sehid+,Sehit,stem change voi 1 d
1,+sejid+,sejit,stem change voi 1 d
1,+jezid+,jezit,stem change voi 1 d
1,+geTid+,geTit,stem change voi 1 d
1,+kajwd+,kajwt,stem change voi 1 d
1,+TaSwd+,TaSwt,stem change voi 1 d
1,+hasud+,hasut,stem change voi 1 d
1,+hudud+,hudut,stem change voi 1 d
1,+kujud+,kujut,stem change voi 1 d
1,+mabud+,mabut,stem change voi 1 d
1,+Syhud+,Syhut,stem change voi 1 d
1,+bylend+,bylent,stem change voi 1 d
1,+kemend+,kement,stem change voi 1 d
1,+myDelled+,myDellet,stem change voi 1 d
1,+muhammed+,muhammet,stem change voi 1 d
1,+mukajjed+,mukajjet,stem change voi 1 d
1,+mynekkid+,mynekkit,stem change voi 1 d
1,+mukajjid+,mukajjit,stem change voi 1 d
1,+peroksid+,peroksit,stem change voi 1 d
1,+mukallid+,mukallit,stem change voi 1 d
1,+takajjyd+,takajjyt,stem change voi 1 d
1,+teDeddyd+,teDeddyt,stem change voi 1 d
1,+teDellyd+,teDellyt,stem change voi 1 d
1,+teDerryd+,teDerryt,stem change voi 1 d
1,+temerryd+,temerryt,stem change voi 1 d
1,+teSehhyd+,teSehhyt,stem change voi 1 d
1,+tevellyd+,tevellyt,stem change voi 1 d
1,+kujudad+,kujudat,stem change voi 1 d
1,+kiremid+,kiremit,stem change voi 1 d
1,+mynakid+,mynakit,stem change voi 1 d
1,+mutekid+,mutekit,stem change voi 1 d
1,+tezajyd+,tezajyt,stem change voi 1 d
1,+myteDeddid+,myteDeddit,stem change voi 1 d
1,+myteDellid+,myteDellit,stem change voi 1 d
1,+mytemerrid+,mytemerrit,stem change voi 1 d
1,+mytevellid+,mytevellit,stem change voi 1 d
1,+pilebisid+,pilebisit,stem change voi 1 d
1,+mytekaid+,mytekait,stem change voi 1 d
1,+mytevaarid+,mytevaarit,stem change voi 1 d
1,+myteahhid+,myteahhit,stem change voi 1 d
1,+muteemed+,muteemet,stem change voi 1 d
1,+mySaahid+,mySaahit,stem change voi 1 d
1,+tezaajyd+,tezaajyt,stem change voi 1 d
1,+tesaanyd+,tesaanyt,stem change voi 1 d
1,+nihaavend+,nihaavent,stem change voi 1 d
1,+mysaaid+,mysaait,stem change voi 1 d
1,+teKaayd+,teKaayt,stem change voi 1 d
1,+myteaahid+,myteaahit,stem change voi 1 d
1,+vaad+,vaat,stem change voi 1 d
1,+miad+,miat,stem change voi 1 d
1,+jiid+,jiit,stem change voi 1 d
1,+Kawd+,Kawt,stem change voi 1 d
1,+raund+,raunt,stem change voi 1 d
1,+dioksid+,dioksit,stem change voi 1 d
1,+muannid+,muannit,stem change voi 1 d
1,+taammyd+,taammyt,stem change voi 1 d
1,+teejjyd+,teejjyt,stem change voi 1 d
1,+maabad+,maabat,stem change voi 1 d
1,+miiLad+,miiLat,stem change voi 1 d
1,+daamad+,daamat,stem change voi 1 d
1,+muutad+,muutat,stem change voi 1 d
1,+teesid+,teesit,stem change voi 1 d
1,+muuDid+,muuDit,stem change voi 1 d
1,+taahyd+,taahyt,stem change voi 1 d
1,+Laakajd+,Laakajt,stem change voi 1 d
1,+muutemed+,muutemet,stem change voi 1 d
1,+muutekid+,muutekit,stem change voi 1 d
1,+LaaDiverd+,LaaDivert,stem change voi 1 d
1,+naamysaid+,naamysait,stem change voi 1 d
1,+maabaajid+,maabaajit,stem change voi 1 d
1,+Kaawd+,Kaawt,stem change voi 1 d
1,+ahfad+,ahfat,stem change voi 1 d
1,+efrad+,efrat,stem change voi 1 d
1,+evLad+,evLat,stem change voi 1 d
1,+isnad+,isnat,stem change voi 1 d
1,+ystad+,ystat,stem change voi 1 d
1,+eZdad+,eZdat,stem change voi 1 d
1,+orkid+,orkit,stem change voi 1 d
1,+istibdad+,istibdat,stem change voi 1 d
1,+istimdad+,istimdat,stem change voi 1 d
1,+istirdad+,istirdat,stem change voi 1 d
1,+iTtihad+,iTtihat,stem change voi 1 d
1,+iktisad+,iktisat,stem change voi 1 d
1,+istidad+,istidat,stem change voi 1 d
1,+istinad+,istinat,stem change voi 1 d
1,+ittihad+,ittihat,stem change voi 1 d
1,+azad+,azat,stem change voi 1 d
1,+iDad+,iDat,stem change voi 1 d
1,+inad+,inat,stem change voi 1 d
1,+asid+,asit,stem change voi 1 d
1,+ymid+,ymit,stem change voi 1 d
1,+anod+,anot,stem change voi 1 d
1,+amud+,amut,stem change voi 1 d
1,+etyd+,etyt,stem change voi 1 d
1,+akord+,akort,stem change voi 1 d
1,+itijad+,itijat,stem change voi 1 d
1,+anajurd+,anajurt,stem change voi 1 d
1,+iDaad+,iDaat,stem change voi 1 d
1,+itiijad+,itiijat,stem change voi 1 d
1,+iiDad+,iiDat,stem change voi 1 d
1,+iitimad+,iitimat,stem change voi 1 d
1,+brig+,brik,stem change voi 1 g
1,+brovnig+,brovnik,stem change voi 1 g
1,+slovag+,slovak,stem change voi 1 g
1,+pratig+,pratik,stem change voi 1 g
1,+statig+,statik,stem change voi 1 g
1,+Deng+,Denk,stem change voi 1 g
1,+deng+,denk,stem change voi 1 g
1,+reng+,renk,stem change voi 1 g
1,+fing+,fink,stem change voi 1 g
1,+gong+,gonk,stem change voi 1 g
1,+Dartlag+,Dartlak,stem change voi 1 g
1,+Dwrtlag+,Dwrtlak,stem change voi 1 g
1,+gwrtlag+,gwrtlak,stem change voi 1 g
1,+hortlag+,hortlak,stem change voi 1 g
1,+Sejhlig+,Sejhlik,stem change voi 1 g
1,+terslig+,terslik,stem change voi 1 g
1,+kontlug+,kontluk,stem change voi 1 g
1,+saltTwlwg+,saltTwlwk,stem change voi 1 g
1,+bardag+,bardak,stem change voi 1 g
1,+bajrag+,bajrak,stem change voi 1 g
1,+berrag+,berrak,stem change voi 1 g
1,+boSnag+,boSnak,stem change voi 1 g
1,+bullag+,bullak,stem change voi 1 g
1,+Tatlag+,Tatlak,stem change voi 1 g
1,+Tajlag+,Tajlak,stem change voi 1 g
1,+Twplag+,Twplak,stem change voi 1 g
1,+Davlag+,Davlak,stem change voi 1 g
1,+Dwrlag+,Dwrlak,stem change voi 1 g
1,+dazlag+,dazlak,stem change voi 1 g
1,+dwzlag+,dwzlak,stem change voi 1 g
1,+kalpag+,kalpak,stem change voi 1 g
1,+kaltag+,kaltak,stem change voi 1 g
1,+karsag+,karsak,stem change voi 1 g
1,+kavSag+,kavSak,stem change voi 1 g
1,+kajnag+,kajnak,stem change voi 1 g
1,+kajpag+,kajpak,stem change voi 1 g
1,+kwstag+,kwstak,stem change voi 1 g
1,+kwvrag+,kwvrak,stem change voi 1 g
1,+kontag+,kontak,stem change voi 1 g
1,+konjag+,konjak,stem change voi 1 g
1,+korkag+,korkak,stem change voi 1 g
1,+kostag+,kostak,stem change voi 1 g
1,+kundag+,kundak,stem change voi 1 g
1,+kursag+,kursak,stem change voi 1 g
1,+matrag+,matrak,stem change voi 1 g
1,+mwzrag+,mwzrak,stem change voi 1 g
1,+myStag+,myStak,stem change voi 1 g
1,+mutfag+,mutfak,stem change voi 1 g
1,+parlag+,parlak,stem change voi 1 g
1,+parmag+,parmak,stem change voi 1 g
1,+patlag+,patlak,stem change voi 1 g
1,+pajtag+,pajtak,stem change voi 1 g
1,+Sakrag+,Sakrak,stem change voi 1 g
1,+SakSag+,SakSak,stem change voi 1 g
1,+SipSag+,SipSak,stem change voi 1 g
1,+taktag+,taktak,stem change voi 1 g
1,+taslag+,taslak,stem change voi 1 g
1,+tiktag+,tiktak,stem change voi 1 g
1,+toprag+,toprak,stem change voi 1 g
1,+tojnag+,tojnak,stem change voi 1 g
1,+vakvag+,vakvak,stem change voi 1 g
1,+jalpag+,jalpak,stem change voi 1 g
1,+japrag+,japrak,stem change voi 1 g
1,+jaSmag+,jaSmak,stem change voi 1 g
1,+javSag+,javSak,stem change voi 1 g
1,+zambag+,zambak,stem change voi 1 g
1,+zwrlag+,zwrlak,stem change voi 1 g
1,+zikzag+,zikzak,stem change voi 1 g
1,+barsag+,barsak,stem change voi 1 g
1,+LakLag+,LakLak,stem change voi 1 g
1,+lejLag+,lejLak,stem change voi 1 g
1,+teLLag+,teLLak,stem change voi 1 g
1,+tutsag+,tutsak,stem change voi 1 g
1,+belleg+,bellek,stem change voi 1 g
1,+besleg+,beslek,stem change voi 1 g
1,+bqbreg+,bqbrek,stem change voi 1 g
1,+TekTeg+,TekTek,stem change voi 1 g
1,+Tejreg+,Tejrek,stem change voi 1 g
1,+Tqmleg+,Tqmlek,stem change voi 1 g
1,+derneg+,dernek,stem change voi 1 g
1,+dirseg+,dirsek,stem change voi 1 g
1,+diSleg+,diSlek,stem change voi 1 g
1,+dymteg+,dymtek,stem change voi 1 g
1,+felleg+,fellek,stem change voi 1 g
1,+gerTeg+,gerTek,stem change voi 1 g
1,+gerdeg+,gerdek,stem change voi 1 g
1,+gevSeg+,gevSek,stem change voi 1 g
1,+gqmleg+,gqmlek,stem change voi 1 g
1,+herseg+,hersek,stem change voi 1 g
1,+kqsteg+,kqstek,stem change voi 1 g
1,+levreg+,levrek,stem change voi 1 g
1,+merDeg+,merDek,stem change voi 1 g
